labels,justification,text
"Apelo_ao_Medo-Preconceito,Exagero-Minimização,Repetição,Apelo_à_Popularidade,Linguagem_Carregada","O texto utiliza um apelo ao medo, descrevendo a gravidade da COVID-19 e suas diferentes manifestações para gerar preocupação. Exagera a situação ao afirmar que a nova variante é mais virulenta e apresenta uma taxa de mortalidade maior. Há repetição de conselhos sobre prevenção, enfatizando a importância de compartilhá-los, o que apela à popularidade, sugerindo que muitas pessoas devem estar cientes e seguir essas orientações. A linguagem carregada é evidente na escolha de palavras como 'estresse respiratório agudo', que gera uma reação emocional.","*grupo unimed alerta* covid delta: nao ha tosse, nem febre mas articulacoes muito doloridas, dor de cabeca, dor no pescoco e na parte superior das costas, fraqueza geral, perda de apetite e pneumonia. mais virulento e com maior taxa de mortalidade, com evidencia mais rapida para chegar a extremos. as vezes sem sintomas! afeta diretamente os pulmoes, o que significa que nas janelas, os periodos de tempo sao mais curtos. muitos pacientes nao tem febre nem dor, mas que relatam pneumonia toracica leve em suas radiografias. os testes de esfregaco nasal muitas vezes sao negativos para covid-19, e ha cada vez mais resultados falsos negativos em testes de nasofaringe. isso significa que o virus se espalha e se espalha diretamente para os pulmoes, causando estresse respiratorio agudo causado pela pneumonia viral. por isso, sejamos mais cuidadosos, evitando aglomeracoes, mantendo 1,5 m de distancia mesmo em locais abertos, usando mascara facial, usando alcool 70% e lavando as maos com frequencia (e quando tossimos ou espirramos). nao guarde essas informacoes para voce, compartilhe o maximo que puder, especialmente para familiares e amigos. _grupo unimed_"
"Apelo_ao_Medo-Preconceito,Culpa_por_Associação,Xingamento-Rotulação,Dúvida,Apelo_à_Bandeira","O texto utiliza o Apelo ao Medo ao instigar pânico sobre a situação da Venezuela e compará-la com o Brasil, sugerindo que a mesma opressão poderia ocorrer aqui. A Culpa por Associação é evidente ao relacionar o governo brasileiro com o crime organizado, citando o PCC. O Xingamento-Rotulação aparece ao rotular as ações do governo e de figuras como Lula de forma negativa. Dúvida é levantada quanto à credibilidade das autoridades ao afirmar o que elas fazem na proteção das comunidades, e o Apelo à Bandeira se manifesta ao apelar a um senso nacional ao comparar a situação com a do Brasil.",esse video ai e da venezuela la na venezuela o governo venezuelano ta distribuindo comida para a populacao morta de fome atraves dos narcotraficantes como tem aqui no brasil pcc e outros mais entao eles dominam as comunidades o governo manda as cestas basicas para ele distribuir a comunidade para eles oprimir em as comunidades e mante-las no carcere privado entao o casal recebeu comida ou nao recebeu foi la reclamar entendeu que estavam precisando de comida olha como e que eles respondem olha o video ai como e que e e com pessoas olhando eles nao tao nem ai porque la eles matam em nome do governo agora voce entende porque aqui o nosso supremo nao deixa policia entrar nas favelas nao deixa helicoptero vai nem drone sobrevoa para investigacao nada porque que eles protegem o que que eles soltaram um monte de bandidos que tinha prisao em segunda instancia que foi revogada para soltar o lula olha ai porque olha ai o aonde essa turma ta querendo levar a gente na venezuela ja ta acontecendo
"Apelo_ao_Medo-Preconceito,Linguagem_Carregada,Repetição","O texto utiliza o Apelo ao Medo ao criar uma narrativa alarmante sobre pessoas desconhecidas distribuindo máscaras com o objetivo de roubar, sugerindo que a situação é extremamente perigosa. A linguagem é carregada, com expressões como 'encharcado com produtos químicos' e 'desesperadas para tirar proveito', que evocam emoções fortes e preocupações. Além disso, a repetição da ideia de que a situação é 'crítica' e que as pessoas devem 'ficar vigilantes' enfatiza a urgência e a necessidade de ação.","boletim da policia. aviso!!! pessoas nao identificadas estao indo de porta em porta distribuindo mascaras, dizem que e uma nova iniciativa do governo local. eles sempre pedirao que voce, por favor, coloque para ver se cabe em voce. foi encharcado com produtos quimicos que o deixam inconsciente e, uma vez que voce desmaia, eles o roubam. por favor, nao aceite mascaras de estranhos. lembre-se, estamos vivendo em tempos criticos e as pessoas estao desesperadas para tirar proveito com o objetivo de ganhar dinheiro. a taxa de crimes disparou, entao seja cauteloso e jogue pelo seguro! envie a todos os seus amigos, colegas e entes queridos para os ajudar a ficarem vigilantes nesta situacao adversa. lembre-se de que compartilhar e cuidar!."
"Dúvida,Xingamento-Rotulação,Apelo_à_Hipocrisia","O texto expressa dúvida sobre a credibilidade do ministro Luís Roberto Barroso, questionando sua honestidade e consistência nas declarações. Há também uma rotulação negativa ao afirmar que suas palavras são enganosas e tendenciosas, além de insinuar que o ministro considera o povo 'bobo', caracterizando um apelo à hipocrisia ao sugerir que ele não deveria mudar de opinião dessa forma.","voto impresso voto auditavel e contagem publica constato incoerencia na fala do ministro luis roberto barroso. no link abaixo ele diz: esteticamente muito bonita e vem se integrar a esse sistema extrairdinario de apuracao eleitoral que nos temos no brasil. e agora a noite (01/07/21 entre 20h e 20:30 ) no jornal da #tvrecord, o ministro nao fala a verdade para a populacao, ele faz uma narrativa que na minha opiniao e tendenciosa, pois esta enganando os brasileiros, ao afirmar o retrocesso do voto de papel.jair messias bolsonaro general hamilton mourao #generalaugustoheleno ministerio publico federal  mpf ministerio da justica e seguranca publica brasileiros o que leva um ministro a mudar de opiniao? nao e possivel que um ministro tenha dificuldade para comprender que nadz mudou, apenas vai ser acoplada a impressora. eu estou me sentindo enganada, a sensacao que tenho e que acham que o povo e bobo."
"Linguagem_Carregada,Apelo_ao_Medo-Preconceito,Xingamento-Rotulação,Repetição,Exagero-Minimização","O texto utiliza 'linguagem carregada' com termos como 'corrupto e ladrão' e 'baderna', gerando uma conotação emocional forte. O 'apelo ao medo' é evidente nas ameaças de intervenção e no alarme sobre a situação do país. A 'xingamento-rotulação' é observada em rótulos atribuídos a juízes e políticos. A 'repetição' ocorre com a insistência em mensagem de intervenção e defesa da nação. O 'exagero-minimização' é notável na condenação do ativismo judicial, sugerindo uma visão extrema do problema.","general mourao manda duro recado (urgente) urgente general mourao manda duro recado e ameaca intervir colocando os militares em alerta total, em um audio general maurao manda duro recado ao stf e a todos que querem derrubar o presidente bolsonaro.precisa desenhar, ou deu para entender? o brasil e um pais serio, nao havera baderna, mais que ideologia, o importante e a nacao brasileira. lugar de corrupto e ladrao e na cadeia. a sociedade nao aguenta mais um judiciario praticando ativismo judicial, protegendo corruptos, e uma classe politica voltada para seus proprios interesses. volto a afirmar que passou da hora de tomar atitudes e a: 1) juiz dizendo em levar um general abaixo de vara, 2) quando outro juiz disse generais e o presidente sao genocidas, quanto quiseram constranger o presidente no stf,, outros juizes rasgando a constituicao que juraram defender e interferindo nos outros dois poderes."
"Linguagem_Carregada,Apelo_ao_Medo-Preconceito,Dúvida,Exagero-Minimização","O texto utiliza linguagem carregada ao descrever a vacina como uma 'terapia genética' que causa efeitos desconhecidos, instilando medo e dúvida sobre sua segurança. Há uma minimização do papel da vacinação ao sugerir que as pessoas estão sujeitas a efeitos desconhecidos e tóxicos, como a presença de óxido de grafeno.","a falsa nova variante, a maioria esta vacinada para possiveis infeccoes subsequentes, todas ja foram vacinadas, o que temos aqui e uma terapia genetica que entra em nossas celulas para fazer proteinas virais para que essas proteinas virais produzam uma resposta imunologica das vacinas astrazeneca e pfizer, que continham entre 80% e 90% de oxido de grafeno. o efeito imunologico disso e algo que eles estao estudando, a gente nao sabe ao certo ao que estamos sujeitos com a essa substancia que nao tem nenhum sentido []"
"Apelo_à_Autoridade,Exagero-Minimização,Apelo_à_Popularidade,Linguagem_Carregada","O texto utiliza a técnica de Apelo_à_Autoridade ao citar a Taiwán Medical University e uma bióloga molecular como fontes de informação sobre a eficácia do ácido tânico. Também apresenta Exagero-Minimização ao afirmar que o ácido tânico é o composto mais eficaz entre todos os testados, o que pode não considerar a complexidade da pesquisa. O Apelo_à_Popularidade é sugerido pela recomendação de consumir taninos, insinuando que muitas pessoas poderiam se beneficiar disso. Por fim, a Linguagem_Carregada está presente em expressões que geram um sentimento de esperança e urgência, como ","o acido tanico * encontrado nas uvas e no vinho inibe duas enzimas principais do coronavirus. com o contato, o ultimo nao consegue mais penetrar nas celulas humanas. no final do ano, pesquisadores americanos demonstraram in vitro que os * polifenois * presentes nas uvas e no vinho alteram a forma como o virus sars-cov2 que causa a covid-19 se replica e se espalha. a * taiwan medical university * descobriu que os taninos do vinho inibem efetivamente a atividade de duas enzimas-chave do virus, que nao podem mais entrar no tecido celular. de todos os compostos naturais que testamos em laboratorio, o acido tanico e o mais eficaz, disse mien-chie hung, biologa molecular e presidente da universidade, a tvbs. ele tambem lembrou os bons resultados obtidos com tratamentos experimentais com acido tanico em 2003 durante a pandemia de sars. o pesquisador tem esperanca de que um tratamento farmaceutico seja desenvolvido em breve. enquanto isso, recomenda que os cidadaos consumam alimentos e bebidas ricos em taninos para aumentar sua imunidade. * e o caso de uvas, vinho, banana, cha e vegetais * https://www.vitisphere.com/actualite-93368-une-nouvelle-etude-confirme-que-le-vin-protege-de-la-covid-19-.htm * divulgue essa novidade, de uma alegria aos seus amigos e outras pessoas *."
"Apelo_ao_Medo-Preconceito,Exagero-Minimização,Linguagem_Carregada,Dúvida","O texto usa o Apelo ao Medo ao descrever a nova variante do vírus COVID-19, enfatizando sua virulência e taxa de mortalidade elevada, o que pode instigar pânico no público. A técnica de Exagero-Minimização é vista em afirmações sobre os riscos apresentados pelo vírus, fazendo parecer que é uma ameaça ainda maior do que se pensava anteriormente. A Linguagem Carregada é utilizada ao empregar termos como 'virulento' e 'mortal', que possuem forte carga emocional. Por fim, a Dúvida é apresentada nas afirmações sobre testes negativos e a eficácia dos métodos de detecção, questionando a confiabilidade dos testes para instigar um alto nível de preocupação.","com o novo virus covid delta nao ha tosse, nem febre. e muita dor nas articulacoes, dor de cabeca, dor no pescoco e na parte superior das costas, fraqueza geral, perda de apetite e pneumonia, e covid delta! e, claro, mais virulento e com maior taxa de mortalidade. leva menos tempo para chegar a extremos. as vezes sem sintomas !! vamos ter mais cuidado! esta cepa nao vive na regiao nasofaringea !! agora afeta diretamente os pulmoes, o que significa que nas janelas, os periodos de tempo sao mais curtos. tenho visto varios pacientes sem febre, sem dor, mas que relatam pneumonia toracica leve em suas radiografias. os testes de esfregaco nasal muitas vezes sao negativos para covid-19 !!, e ha cada vez mais resultados falsos negativos em testes de nasofaringe. isso significa que o virus se espalha e se espalha diretamente para os pulmoes, causando estresse respiratorio agudo causado pela pneumonia viral. isso explica porque se tornou mais afiado, virulento e mortal !! por favor, sejamos mais cuidadosos, evite locais lotados, mantenha 1,5 m de distancia mesmo em locais abertos, use mascaras duplas, mascara facial e lave as maos com frequencia (e quando tossimos ou espirramos) por favor, nao abracos e beijos, e muito perigoso em no momento, todo mundo esta assintomatico. ."
"Xingamento-Rotulação,Apelo_ao_Medo-Preconceito,Apelo_à_Bandeira,Repetição,Encerrador_de_Debate","O texto utiliza xingamentos para rotular os apoiadores, associando-os a termos negativos. Também utiliza a bandeira nacional para apelar ao patriotismo, e repete argumentos sobre fome e retrocesso para instilar medo e desprezo. Frases que encerram o debate, como 'vamos dar a resposta pra essa loja', indicam um chamado à ação definitiva.","olha o quem magazine luiza esta apoiando os ptralhas e psdb. na bandeira vermelha o que esta escrito?  fome e retrocesso a minha e verde e amarelo e esta escrito ordem e progresso magazine luiza coloca bandeira brasileira vermelha na av. paulista! boicote aos esquerdopatas ja! #magazineluizacancelada #burgerkingcanceladomagazine luiza patrocinou um outdoor na avenida paulista, com a bandeira nacional pintada de vermelha com a frase fome e progresso vamos dar a resposta pra essa loja, nao comprando nunca mais nada deles !"
"Apelo_ao_Medo-Preconceito,Linguagem_Carregada,Exagero-Minimização,Xingamento-Rotulação,Dúvida","O texto utiliza diversas técnicas de propaganda, como o Apelo ao Medo ao instilar pânico em relação à vacinação, alegando que as vacinas mRNA seriam armas genéticas. Linguagem Carregada é evidente nas palavras que evocam emoções negativas em relação a entidades como 'big pharma' e os especialistas mencionados. Exageros são usados para minificar a eficácia das vacinas, afirmando que elas podem causar danos irreversíveis. A rotulação é aplicada a cientistas e autoridades relacionadas à vacinação, criando uma imagem negativa. Por fim, Dúvida é semeada em relação à segurança das vacinas, questionando sua eficácia sem apresentar provas suficientes.","*atencao atencao* *vacinacao universal anulada.* uma grande vitoria para a liberdade, a suprema corte derrubou a vacinacao universal. os especialistas americanos em doencas infecciosas bill gates, antoni fauci e big pharma perderam uma acao judicial na suprema corte dos eua, nao conseguindo provar que todas as suas vacinas nos ultimos 32 anos eram seguras para a saude dos cidadaos! o processo foi iniciado por um grupo de cientistas liderado pelo senador robert f. kennedy jr. que disse: a nova vacina covid deve ser evitada a todo custo. chamo urgentemente sua atencao para questoes importantes relacionadas com a proxima vacinacao covid-19. pela primeira vez na historia da vacinacao, as chamadas vacinas mrna de proxima geracao interferem diretamente no material genetico de um paciente, alterando assim o material genetico individual, que e a manipulacao genetica, que ja era proibida e anteriormente considerada um crime. . a vacina contra o coronavirus nao e uma vacina, lembre-se! o que sempre foi uma vacina? foi sempre o proprio patogeno, um microbio ou virus que foi morto ou atenuado, ou seja, enfraquecido, e introduzido no corpo para produzir anticorpos. nao e sequer uma vacina contra o coronavirus! nao e so isso! faz parte do mais novo grupo de mrnas (mrnas), supostamente vacinas. uma vez dentro de uma celula humana, o mrna reprograma o rna e o dna normal, que comeca a produzir outra proteina. em outras palavras, nada como as vacinas tradicionais! em outras palavras, e um instrumento de influencia genetica, e uma arma genetica! em outras palavras, eles iriam destruir os terraqueos e os sobreviventes iriam se tornar ogm. como resultado das vacinas sem precedentes do mrna, as pessoas vacinadas nao serao mais capazes de lidar com os sintomas da vacina. as pessoas vacinadas terao que aceitar as consequencias, pois nao podem mais ser curadas pela simples remocao das toxinas do corpo humano, tais como uma pessoa com um defeito genetico como a sindrome de down, a sindrome de klinefelter, a sindrome de turner, a insuficiencia cardiaca genetica. (por exemplo, hemofilia, fibrose cistica, sindrome de rett, etc.), porque o defeito genetico e eterno! isto significa claramente: se um sintoma de vacinacao se desenvolver apos a vacina do mrna, nem eu nem qualquer outro terapeuta poderemos ajudar, pois os danos causados por este tipo de vacinacao serao geneticamente irreversiveis. grande daems"
"Apelo_ao_Medo-Preconceito,Linguagem_Carregada,Exagero-Minimização","O texto utiliza o Apelo ao Medo-Preconceito ao instigar medo sobre o uso de máscaras, sugerindo que existem 'bichinhos' perigosos que podem entrar no corpo através do uso dessas máscaras. A Linguagem Carregada é evidente nas expressões emocionais e dramáticas como 'sabe-se lá o que vai fazer' e 'isso não é brincadeira', criando uma sensação de urgência e pânico. Ademais, há Exagero-Minimização, pois a narrativa sugere uma ameaça grave sem base científica sólida, minimizando a eficácia das máscaras de proteção de forma exagerada.","quando voce vai usar uma mascara, por exemplo, e voce faz um simples teste com vapor, ou seja, o, as mascaras que vem do xing ling, ta? mascara lacrada, dentro do saquinho, acabou de tirar, coloca no vapor da agua. so o calor. ai, voce observa o que vai acontecer com o que esta dentro da mascara. voce nao vai acreditar no que tem dentro da mascara. adivinha. adivinha o que ta dentro dessa mascara, pessoal. so o calor ta entrando em contato ai, o vapor, ta? o, pega uma vasilha, enche de agua quente que sai vapor e veja o que vai acontecer com essa mascara que veio do xing ling. a mascara ja tem coisas dentro. o que sera que tem dentro, no meio dessa mascara? ah, talvez, agora, voce vai comecar a ver alguns pontinhos pretos se mexerem ai. alguns filamentozinhos se mexerem. e, preste atencao nesse video. olha ali, olha ali se mexendo. o mesmo filamento que esta nas pontas dos cotonetes. e nas mascaras tem bastante. entao, voce coloca uma mascara dessa no rosto, essas mascaras xing ling, e, conforme voce vai falando, a sua mascara vai esquentando por causa do calor do seu gas carbonico liberado pelo pulmao. entao, esse bichinho vai comecar a entrar em voce pela boca, pelo nariz. voce vai engoli-lo, vai entrar no seu pulmao e vai pro seu cerebro, vai pra sua corrente sanguinea e vai fazer o que quiser com voce. sabe-se la o que que vai fazer. olha isso, pessoal. nao e brincadeira, isso nao e brincadeira. olha la."
"Apelo_à_Hipocrisia,Culpa_por_Associação,Dúvida,Xingamento-Rotulação","O texto apresenta apelo à hipocrisia ao questionar a legitimidade do julgamento da esposa com base em um passado que já foi cumprido. Também usa culpa por associação ao ligar a esposa a um histórico negativo (trafico de drogas) e tenta criar dúvida sobre a motivação da divulgação da história. Xingamentos e rótulos são implícitos ao descrever a situação de forma emocional e depreciativa, insinuando que a cobertura é injusta."," minha mulher, ha uns 20 e poucos anos, foi condenada por trafico de drogas. 3 anos de cadeia e cumpriu. agora e justo levantar isso? e agora, ta todo mundo sabendo na vizinhanca que ela foi condenada no passado e cumpriu tres anos de cadeia. como e que voce acha que ta a cabeca dela no momento? qual o ganho jornalistico disso? falar que a michelle, ha 3 anos ha 20 e poucos anos ai foi condenada e cumpriu 3 anos de cadeia por trafico de drogas, ta certo? a mae dela tambem, a mesma coisa. um processo com por falsidade ideologica e respondeu, foi arquivado. ta? foi arquivado. quem ganha com isso? para qeu esculachar a minha esposa? dizer que ela nao tem legitimidade para fazer o trabalho social que ela faz? ela ta abatida, arrasada. pra que isso, p*? pra que isso, p*? tem um tio foragido, tem ai nao sei quantos, talvez 100 parentes na ceilandia, ne? um lugar pobre, ne? em parte, um lugar pobre. se for procurar, vai achar mais coisa. pra que isso? qual e o ganho disso? quem tava na granja do torto, eu falei a questao de 3, 4 dias, que tavam procurando a michelle por outro motivo. o motivo era esse. trafico de drogas, ta certo? e acharam no hospital. dai, disseram  e era verdade  que ela tava ha dois anos dentro a folha fez a materia. tava ha dois anos, ha dois dias, dentro do hospital em uma maca."
"Apelo_ao_Medo-Preconceito,Apelo_à_Popularidade,Simplificação_Causal,Linguagem_Carregada,Repetição","O texto utiliza o Apelo ao Medo ao destacar a preocupação com a doença de Alzheimer e suas consequências. Também faz uso do Apelo à Popularidade ao sugerir que muitos se preocupam com esta doença e que o exercício é uma solução recomendada de amigos médicos. A Simplificação Causal é evidente ao afirmar que um único exercício pode prevenir a doença de Alzheimer e melhorar diversas condições, o que ignora as múltiplas causas dessas doenças. A Linguagem Carregada é utilizada para estimular emoções em relação à saúde e bem-estar, e a Repetição ocorre na ênfase do exercício da língua como vital para a prevenção de problemas de saúde.","dr roberto klaus virologista. medico do albert einstein de sao paulo. depois dos 60 anos, pode-se experimentar muitos tipos de doencas.  mas, o que mais me preocupa e a doenca de alzheimer.  nao apenas porque eu nao poderia cuidar de mim mesmo, mas, porque isso causaria muitos inconvenientes para os membros da minha familia   um amigo medico, ensinou a outro amigo, um exercicio com a lingua que e eficaz para reduzir o aparecimento da doenca de alzheimer, e esse exercicio tambem e util para reduzir e melhorar: 1  peso corporal 2  hipertensao 3  coagulo sanguineo no cerebro 4  asma 5  miopia 6  zumbido no ouvido 7  infeccao na garganta 8  infeccao do ombro / pescoco * 9  insonia  os movimentos sao muito simples e faceis de aprender  todas as manhas, quando voce lavar o rosto, na frente de um espelho, faca o seguinte exercicio:  estique a lingua e mova-a para a direita e depois para a esquerda por 10 vezes seguidas.  desde que ele comecou a exercitar sua lingua diariamente, houve uma melhora na retencao de seu cerebro.  sua mente ficou clara e produtiva, e outras melhorias aconteceram   1 ver melhor de longe  2 sem tonturas  3 maior bem-estar geral  4 melhor digestao  5 pouca gripe  6 ele se sente mais forte e mais agil. notas:  o exercicio da lingua ajuda a controlar e prevenir a doenca de alzheimer. a pesquisa medica descobriu que o exercicio tem uma conexao com o grande cerebro. quando nosso corpo se torna velho e fraco, o primeiro sinal que aparece e que a nossa lingua fica rigida, por isso tendemos a morde-la.  ao exercitar a sua lingua, voce estimulara o seu cerebro. cada pessoa que recebe este boletim informativo deve repassar, para ajudar a combater a doenca de alzheimer e melhorar qualidade de vida das pessoas acabar com tremores nas maos, pernas vivendo e aprendendo.ps2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
"Linguagem_Carregada,Apelo_à_Bandeira,Exagero-Minimização,Dúvida","O texto utiliza uma linguagem carregada, especialmente ao descrever a emissora como um ""mau exemplo"". Existe também um apelo à bandeira ao envolver a ideia de que o Japão está cuidando do futuro de suas gerações. O uso da frase ""mau exemplo para as futuras gerações"" pode se referir a um exagero sobre a influência da Globo. Adicionalmente, há uma dúvida sobre a veracidade da expulsão da emissora do Japão, questionando 'a globo foi expulsa do japão?'. Essas técnicas visam influenciar a percepção do leitor em relação ao tema.","#fimdaglobolixo japao retira rede globo do ar, apos 22 aos, alegando que a emissora e um mau exemplo para suas futuras geracoes. a globo foi expulsa do japao por ser um mau exemplo para as futuras geracoes? eu parabenizo o governo do japao por tao nobre atitude.ps2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
"Xingamento-Rotulação,Linguagem_Carregada,Apelo_ao_Medo-Preconceito,Encerrador_de_Debate","O texto utiliza várias técnicas de propaganda. A rotulação negativa é evidente ao chamar a Dra. Luana Araujo de 'doutora farsante' e associá-la a 'circo para idiotas'. A linguagem é carregada, com expressões como 'caiu a máscara', que têm forte conotação emocional. O texto sugere um apelo ao medo ao insinuar que a Dra. Luana é uma 'negacionista', o que pode causar preocupação. Além disso, a frase que encerra o debate, fazendo referência às reações de figuras políticas conhecidas, sugere que a posição dela é tão evidente que não precisa de mais discussão.","com a palavra: dr. luana araujo mascaras nao sao necessarias luana araujo medica que participou da cpi( circo para idiotas), defendeu o nao uso de mascaras por individuos assintomaticos. caiu a mascara da doutora farsante  a doutora luana araujo, medica-cantora-lacradora de estimacao da cpi, e contra o uso de mascaras. imagina quando o renan, o aziz, o randolfe e o doria descobrirem que ela e negacionista.ps2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
"Apelo_ao_Medo-Preconceito,Exagero-Minimização,Xingamento-Rotulação,Apelo_à_Hipocrisia,Slogans,Repetição","O texto utiliza Apelo ao Medo ao insinuar que vacinados não poderão voar devido a riscos à saúde, gerando ansiedade. Exagero-Minimização é evidenciado ao se referir as vacinas como 'experimentais' e comparar suas reações com condições graves, minimizando o contexto de segurança. Xingamento-Rotulação aparece na abordagem desdenhosa e negativa em relação aos vacinados, como 'credulos' e 'cobaias'. Apelo à Hipocrisia sugere que as autoridades que impõem vacinas são responsáveis por violação de direitos humanos. O uso de 'no jab, no fly' é um Slogan que captura a ideia central de forma impactante, enquanto a Repetição se dá com a insistência na pergunta 'você tomou a vacina?' e outras afirmações relacionadas, reforçando a mensagem central.","e agora? isso e so o comeco dos problemas. vacinados serao proibidos de voar. aquele ditado que o apressado come cru, cai bem agora! aguardando os proximos capitulos. vacinas! voce tomou a vacina? entao na ha mais voos para voce! vacinacao! ma sorte para os vacinados. voce tomou a vacina?  entao voce nao podera mais voar. as companhias aereas vem trabalhando muito com os governos e a equipe internacional de coronadicao. para promover o passe de vacinacao com o slogan no jab, no fly. e funcionou, porque os ansiosos, credulos e virtuosos cidadaos foram rapidos em se permitirem ser usados como cobaias, apenas para poder voar nas ferias. no momento, as companhias aereas estao alertando aos clientes vacinados, sobre o alto risco de coagulos sanguineos por meio do mrna experimental. ha anos, que as pessoas com risco aumentado de coagulos sanguineos, so podem voar sob supervisao estrita. recomenda-se que essas pessoas nao voem tanto quanto possivel, pois esta e uma situacao de risco de vida. a partir de uma determinada altitude de voo, ha um risco aumentado de complicacoes, derrame, trombose ou ataque cardiaco, se voce for sensivel a isso. agora temos informacoes que confirmam que qualquer pessoa que receber a vacina (nao importa a marca), tem problemas de entupimento e sangramento, como uma das principais reacoes da vacina. todas essas reacoes sao semelhantes as restricoes existentes nesta area. as companhias aereas estao agora discutindo sua responsabilidade e o que fazer com os vacinados, ja que nao podem voar porque e um risco para a saude. essas discussoes estao apenas comecando, mas parece que nem todos os que foram vacinados podem voar. os nao vacinados, por outro lado, podem embarcar em paz. as companhias aereas sentem-se bastante incomodadas com esta nova condicao. com isso, seu mercado de voos de negocios e lazer esta encolhendo consideravelmente. essa grande perda (apos o desastre que bloqueio causou), foi causada por outra pessoa. essa pessoa tambem e responsavel pela violacao dos direitos humanos, a violacao do codigo de nuremberg e a destruicao da economia. se as companhias aereas querem sobreviver, devem processar aqueles que as impuseram. isso significa nomear individuos e organizacoes e torna-los responsaveis pelos enormes danos que suas acoes causaram e ainda estao por causar.ps2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
"Apelo_ao_Medo-Preconceito,Xingamento-Rotulação,Repetição,Linguagem_Carregada,Exagero-Minimização","O texto utiliza o Apelo ao Medo ao descrever uma situação de violência e colapso na Venezuela, instilando a ideia de que o mesmo pode ocorrer no Brasil. Xingamento-Rotulação é evidente ao atribuir responsabilidade negativa a figuras como Lula, STF e a Rede Globo, associando-os ao 'comunismo' e ao colapso na Venezuela. A Repetição se manifesta na ênfase sobre a crise venezuelana e a insistência em que a situação pode se repetir no Brasil. Linguagem Carregada é utilizada nas descrições dramáticas da situação, e Exagero-Minimização se apresenta ao afirmar que o 'petroleo acabou' e ao descrever os eventos de maneira extrema.","*venezuela hoje. comecou a guerra civil, saques, invasoes a residencias e assassinatos em massa. maduro esta escondido protegido pelo exercito para nao ser assassinado* isso nao e um patio de carros nao! eles vao rendendo as pessoas e tomando os carros e motos a duas semanas. o petroleo acabou tambem, estava vindo do ira,va venezuela nao tem mais como extrair, faliu tudo. parabens lula, stf e rede globo pelo comunismo, voces alcancaram seus objetivos na venezuela, mas aqui no brasil nao, aqui voces terao que correr e se ficar vao morrer!.ps2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
"Apelo_ao_Medo-Preconceito,Dúvida,Exagero-Minimização,Ofuscação-Vagueza-Confusão","O texto questiona a eficácia da Coronavac, instilando medo sobre a vacinação, e menciona processos judiciais relacionados, o que apela ao medo e à incerteza. Também pode-se notar a presença de dúvida sobre a credibilidade da vacina, como exemplificado pela menção da baixa eficiência. Além disso, a forma como os dados são apresentados pode causar confusão, falta de clareza na informação sobre eficácia, que parece ser exagerada. O texto é vago ao não fornecer informações detalhadas sobre a metodologia dos estudos ou resultados globais, o que contribui para a ofuscação da realidade.","eficacia da coronavac sera questionada na justica e medicos sugerem imunizacao com outras vacinas o recente resultado da eficacia da vacina coronavac do instituto butantan/sinovac divulgado pela estado de sao paulo, deve causar uma enxurrada de processos judiciais. isso se deve ao fato da baixa eficiencia do imunizante importado da china, que varia entre 3% e 50%, para pessoas de 70 a 80 anos. pessoas que tomaram as duas doses da coronavac estao requerendo uma nova imunizacao com doses de outros laboratorios. ps2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
